Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,633993756301.08,649461687959.174,638365455340.04
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,543279945585.475,532504167159.506,578798149500.896,553193024104.448,504056284870.866,408628794998.707,456257174738.439,539796984147.371,588256951450.064,618174835332.571
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.0707048841583,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.4151557410245,18.0762892471421,17.3855861358427,19.3822632919135,15.8378002382311
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,9.22572828013488,8.9823994804111,9.20544177021613,5.40298410146417,5.21279058881723,6.90388925607922,4.42289139264312,4.75157524338594,5.44959440578319,3.85019697474113
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,90,90,94,86,77,86,85,80,82
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,..,4.9,5,4.9,4.6,4.7,5,5.4,5.1,5.1
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.4088763711802,23.4994644263761,24.1118636272911,25.1722105252735,23.9965975604249
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0830878011993,53.8020877665554,68.9938267692314,136.742358437599,207.605241734472
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089,0.345829819817895
Argentina,ARG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,1.3,1.1,1.6,1.7,2.2,1.4,1.3,1.2,1
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,30.3,25.7,32,35.5,42,37.3,39.2,41.7,38.1
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02838003635406,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,1.0242600440979,..,..,..,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,24.7334756900606,34.9280137137276,51.7299119817311,51.5482584868275,50.832791702386,43.0972641723579,30.6022646249006,31.6825901735881,51.3619830543826,38.2533536654791
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1356805839935.9,1211588128417.61,1330890554614.09,1433144978761.67,1398349602956.35,1333336461648.09,1560617493202.69,1695627535475.8,1734451264655.6,1757022451652.83
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.16434780647852,2.75564065529868,2.29331030192918,2.87417039499501,2.19401703622717,-0.133531904304775,2.00694844335034,4.25304559238732,3.58382100798981,1.37340773365975
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1447444938463.65,1314218336900.93,1271366799896.38,1329980723176.12,1395670890406.56,1379067543858.45,1469692011145.67,1581764554142.83,1688164228216.05,1704633803351.6
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.1669365772477,25.3483902403269,24.0798824498086,24.5546475824653,23.2971815966264,22.3449300806534,22.8801883097412,23.6997957124432,23.873104248989,24.323541758006
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,19.6921472541598,20.6275044745549,18.0967924595604,18.1371018191307,21.2199332352628,21.4757898705835,22.3940766008599,25.8318704116272,25.2582777120781,25.1586416457084
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,94,94,94,93,93,96,91,91
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.5,..,7.4,..,7.3,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.6861098353126,22.3130168026382,23.4479311698975,24.1083351497002,25.2555129054284,25.402839408227,25.4357795203592,27.4019620848457,27.5167800860919,25.5307319894404
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.627407934606055,-0.673417495929741,3.64623358006087,1.84617555303311,3.47660031414854,1.86583412216189,3.06066984761631,7.1995443407201,6.45944110641071,2.58838430384326
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.28931130985537,2.43450716351535,1.99383715356028
Australia,AUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0.5,..,0.5,..,1,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..,..,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1802211999456.42,1795693265999.04,2063514688805.78,1916933708352.71,1873288158838.63,1476107292151.95,1670647464062.96,1951923832083.87,2191131869706.02,2185821648943.86
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54576339347278,-3.2759169063211,1.32286905390815,1.78366676137003,1.22077782271943,-3.27675879612903,4.7626043797061,3.01669435408112,3.24165532813583,3.41931516597739
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2084246948433.86,1839991635542.07,1808496325125.47,1920049773546.06,1953066623347.15,1686362729687.27,1689214269936.55,1774306739965.41,1966123832077.62,2105073366569.2
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.4116258667237,14.9695469727335,14.6255875977741,15.0950416297894,15.5167908016709,16.1158206044059,19.521885020934,18.0882204442791,15.7606472061782,16.9814356039822
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,14.4858996246715,16.0001642772964,14.3118892236086,14.7442418256611,14.0668052120423,11.3500942678804,9.00155420026002,9.11134627987528,9.849149349554,11.1103644206652
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,95,87,92,91,79,73,81,87,93
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.6,3.3,3.2,3.1,3.1,4.5,3.3,3.6,3.7,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.3600439809564,18.3547582770536,18.1885023085758,18.7490514527988,18.7546275724707,19.5061183897524,22.123475195366,22.8194568521446,22.1441739229749,20.9406935313888
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.56617500786905,8.10360437332622,3.67138450418945,4.49353432783231,4.22425886378237,6.47249962311274,13.0472708596343,8.57028196142548,5.15950107501996,4.07967448439621
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,0.405467027627251
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,5.4,6.5,6.9,6.9,7,2.8,7.5,4.9,3.8,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01473999023438,1.00854003429413,1.00513005256653,1.00668001174927,1.00990998744965,1.00648999214172,..,..,..,..
